 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20150506        0.400000E+00        0.665179E+01        0.508531E+02        0.287417E+02        0.103277E+03        0.103277E+02        0.103277E+04        0.250000E+01        0.600000E+01        0.613038E-02        0.361940E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.190813E-01        0.100074E-01        0.187367E-03        0.103339E-03        0.396945E+00        0.170005E+01        0.100000E+00        0.142173E-09        0.100000E-02        0.183382E-06        0.145262E-08        0.186996E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.525823E-01        0.000000E+00        0.103277E-03        0.103277E-03        0.000000E+00        0.000000E+00        0.181666E-01        0.100502E-02        0.100000E+01
  20150507        0.400000E+00        0.670454E+01        0.511125E+02        0.289407E+02        0.103839E+03        0.103839E+02        0.103839E+04        0.250000E+01        0.600000E+01        0.615260E-02        0.362268E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.192443E-01        0.100074E-01        0.188046E-03        0.103902E-03        0.396768E+00        0.170005E+01        0.100000E+00        0.954615E-10        0.100000E-02        0.183382E-06        0.978894E-09        0.187796E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.530313E-01        0.000000E+00        0.103839E-03        0.103839E-03        0.000000E+00        0.000000E+00        0.195100E-01        0.184437E-02        0.100000E+01
  20150508        0.400000E+00        0.703422E+01        0.527176E+02        0.301797E+02        0.107310E+03        0.107310E+02        0.107310E+04        0.250000E+01        0.600000E+01        0.628896E-02        0.364258E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.202616E-01        0.100074E-01        0.192213E-03        0.107375E-03        0.395694E+00        0.170005E+01        0.100000E+00        0.653103E-10        0.100000E-02        0.183382E-06        0.684557E-09        0.192038E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.558346E-01        0.000000E+00        0.107310E-03        0.107310E-03        0.000000E+00        0.000000E+00        0.217924E-01        0.281654E-02        0.100000E+01
  20150509        0.400000E+00        0.721166E+01        0.535703E+02        0.308435E+02        0.109150E+03        0.109150E+02        0.109150E+04        0.250000E+01        0.600000E+01        0.636062E-02        0.365291E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.208083E-01        0.100074E-01        0.194403E-03        0.109215E-03        0.395136E+00        0.170005E+01        0.100000E+00        0.454123E-10        0.100000E-02        0.183382E-06        0.481418E-09        0.194280E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.573412E-01        0.000000E+00        0.109150E-03        0.109150E-03        0.000000E+00        0.000000E+00        0.236653E-01        0.379082E-02        0.100000E+01
  20150510        0.400000E+00        0.660748E+01        0.506346E+02        0.285744E+02        0.102804E+03        0.102804E+02        0.102804E+04        0.250000E+01        0.600000E+01        0.611163E-02        0.361663E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.189444E-01        0.100074E-01        0.186793E-03        0.102865E-03        0.397094E+00        0.170005E+01        0.100000E+00        0.317944E-10        0.100000E-02        0.183382E-06        0.323859E-09        0.186711E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.522050E-01        0.000000E+00        0.102804E-03        0.102804E-03        0.000000E+00        0.000000E+00        0.227397E-01        0.428613E-02        0.100000E+01
  20150511        0.400000E+00        0.595903E+01        0.473752E+02        0.261095E+02        0.957123E+02        0.957123E+01        0.957123E+03        0.250000E+01        0.600000E+01        0.582724E-02        0.357380E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.169376E-01        0.100074E-01        0.178102E-03        0.957697E-04        0.399406E+00        0.170005E+01        0.100000E+00        0.226980E-10        0.100000E-02        0.183382E-06        0.220444E-09        0.178045E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.466747E-01        0.000000E+00        0.957123E-04        0.957123E-04        0.000000E+00        0.000000E+00        0.213767E-01        0.456327E-02        0.100000E+01
  20150512        0.400000E+00        0.594456E+01        0.473011E+02        0.260542E+02        0.955505E+02        0.955505E+01        0.955505E+03        0.250000E+01        0.600000E+01        0.582067E-02        0.357279E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.168927E-01        0.100074E-01        0.177901E-03        0.956078E-04        0.399460E+00        0.170005E+01        0.100000E+00        0.163731E-10        0.100000E-02        0.183382E-06        0.158837E-09        0.177860E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.465512E-01        0.000000E+00        0.955505E-04        0.955505E-04        0.000000E+00        0.000000E+00        0.223632E-01        0.528044E-02        0.100000E+01
  20150513        0.400000E+00        0.541684E+01        0.445517E+02        0.240224E+02        0.895319E+02        0.895319E+01        0.895319E+03        0.250000E+01        0.600000E+01        0.557361E-02        0.353426E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.152558E-01        0.100074E-01        0.170350E-03        0.895857E-04        0.401540E+00        0.170005E+01        0.100000E+00        0.118381E-10        0.100000E-02        0.183382E-06        0.109968E-09        0.170322E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.420402E-01        0.000000E+00        0.895319E-04        0.895319E-04        0.000000E+00        0.000000E+00        0.211577E-01        0.544104E-02        0.100000E+01
  20150514        0.400000E+00        0.569356E+01        0.460047E+02        0.250908E+02        0.927167E+02        0.927167E+01        0.927167E+03        0.250000E+01        0.600000E+01        0.570501E-02        0.355491E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.161145E-01        0.100074E-01        0.174366E-03        0.927724E-04        0.400425E+00        0.170005E+01        0.100000E+00        0.868110E-11        0.100000E-02        0.183382E-06        0.825430E-10        0.174345E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.444065E-01        0.000000E+00        0.927167E-04        0.927167E-04        0.000000E+00        0.000000E+00        0.233437E-01        0.644296E-02        0.100000E+01
  20150515        0.400000E+00        0.571436E+01        0.461129E+02        0.251708E+02        0.929534E+02        0.929534E+01        0.929534E+03        0.250000E+01        0.600000E+01        0.571472E-02        0.355642E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.161790E-01        0.100074E-01        0.174662E-03        0.930092E-04        0.400344E+00        0.170005E+01        0.100000E+00        0.640535E-11        0.100000E-02        0.183382E-06        0.610080E-10        0.174647E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.445843E-01        0.000000E+00        0.929534E-04        0.929534E-04        0.000000E+00        0.000000E+00        0.236509E-01        0.716718E-02        0.100000E+01
  20150516        0.400000E+00        0.600994E+01        0.476355E+02        0.263042E+02        0.962803E+02        0.962803E+01        0.962803E+03        0.250000E+01        0.600000E+01        0.585028E-02        0.357733E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.170953E-01        0.100074E-01        0.178806E-03        0.963381E-04        0.399215E+00        0.170005E+01        0.100000E+00        0.474962E-11        0.100000E-02        0.183382E-06        0.463110E-10        0.178794E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.471094E-01        0.000000E+00        0.962803E-04        0.962803E-04        0.000000E+00        0.000000E+00        0.249904E-01        0.831112E-02        0.100000E+01
  20150517        0.400000E+00        0.631697E+01        0.491891E+02        0.274741E+02        0.996646E+02        0.996646E+01        0.996646E+03        0.250000E+01        0.600000E+01        0.598658E-02        0.359798E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.180461E-01        0.100074E-01        0.182971E-03        0.997244E-04        0.398100E+00        0.170005E+01        0.100000E+00        0.351364E-11        0.100000E-02        0.183382E-06        0.350578E-10        0.182962E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.497294E-01        0.000000E+00        0.996646E-04        0.996646E-04        0.000000E+00        0.000000E+00        0.263803E-01        0.956860E-02        0.100000E+01
  20150518        0.400000E+00        0.659946E+01        0.505950E+02        0.285441E+02        0.102718E+03        0.102718E+02        0.102718E+04        0.250000E+01        0.600000E+01        0.610822E-02        0.361612E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.189196E-01        0.100074E-01        0.186689E-03        0.102779E-03        0.397121E+00        0.170005E+01        0.100000E+00        0.262226E-11        0.100000E-02        0.183382E-06        0.266956E-10        0.186682E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.521367E-01        0.000000E+00        0.102718E-03        0.102718E-03        0.000000E+00        0.000000E+00        0.276573E-01        0.108485E-01        0.100000E+01
  20150519        0.400000E+00        0.673312E+01        0.512527E+02        0.290484E+02        0.104143E+03        0.104143E+02        0.104143E+04        0.250000E+01        0.600000E+01        0.616460E-02        0.362444E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.193325E-01        0.100074E-01        0.188412E-03        0.104205E-03        0.396673E+00        0.170005E+01        0.100000E+00        0.292570E-11        0.100000E-02        0.183382E-06        0.300596E-10        0.188405E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.532745E-01        0.000000E+00        0.104143E-03        0.104143E-03        0.000000E+00        0.000000E+00        0.282609E-01        0.107723E-01        0.100000E+01
